game_pk,batter,batter_name,at_bat_number,ondeck_woba
744795,677951,Bobby Witt Jr.,2,0.3350238372046628
744795,521692,Salvador Perez,4,
744795,671277,Luis García Jr.,7,
744795,672580,Maikel Garcia,11,
744795,677951,Bobby Witt Jr.,18,0.3350238372046628
744795,521692,Salvador Perez,20,
744795,696285,Jacob Young,22,0.3281335896412229
744795,671277,Luis García Jr.,26,
744795,672580,Maikel Garcia,29,
744795,677951,Bobby Witt Jr.,35,
744795,696285,Jacob Young,38,
744795,521692,Salvador Perez,42,0.270082251818617
744795,672580,Maikel Garcia,46,
744795,671277,Luis García Jr.,48,
744795,677951,Bobby Witt Jr.,52,
744795,696285,Jacob Young,56,
744795,521692,Salvador Perez,59,
744795,671277,Luis García Jr.,63,
744795,672580,Maikel Garcia,66,
744796,677951,Bobby Witt Jr.,2,0.3350238372046628
744796,521692,Salvador Perez,3,
744796,671277,Luis García Jr.,7,
744796,672580,Maikel Garcia,12,
744796,696285,Jacob Young,15,
744796,677951,Bobby Witt Jr.,20,0.3350238372046628
744796,521692,Salvador Perez,21,0.270082251818617
744796,672580,Maikel Garcia,25,
744796,671277,Luis García Jr.,29,
744796,696285,Jacob Young,36,
744796,677951,Bobby Witt Jr.,39,0.3350238372046628
744796,521692,Salvador Perez,40,
744796,671277,Luis García Jr.,44,
744796,677951,Bobby Witt Jr.,54,
744796,696285,Jacob Young,55,
744796,521692,Salvador Perez,58,
744796,671277,Luis García Jr.,63,
744796,677951,Bobby Witt Jr.,70,0.3350238372046628
744796,521692,Salvador Perez,71,
744796,696285,Jacob Young,75,
744797,656941,Kyle Schwarber,1,0.3490665514084315
744797,607208,Trea Turner,2,0.380217063407713
744797,547180,Bryce Harper,3,
744797,671277,Luis García Jr.,10,0.2896075388416648
744797,696285,Jacob Young,12,
744797,592206,Nick Castellanos,14,0.3352790382129467
744797,664761,Alec Bohm,15,0.2959171467705777
744797,681082,Bryson Stott,16,
744797,671277,Luis García Jr.,24,
744797,656941,Kyle Schwarber,26,0.3490665514084315
744797,607208,Trea Turner,27,0.380217063407713
744797,547180,Bryce Harper,28,0.32075803446806
744797,592206,Nick Castellanos,29,
744797,696285,Jacob Young,31,
744797,592206,Nick Castellanos,34,0.3352790382129467
744797,664761,Alec Bohm,35,0.2959171467705777
744797,681082,Bryson Stott,36,
744797,671277,Luis García Jr.,41,
744797,696285,Jacob Young,46,
744797,656941,Kyle Schwarber,48,0.3490665514084315
744797,607208,Trea Turner,49,
744797,664761,Alec Bohm,56,0.2959171467705777
744797,681082,Bryson Stott,57,
744797,671277,Luis García Jr.,59,0.2896075388416648
744797,696285,Jacob Young,61,
744797,656941,Kyle Schwarber,66,
744797,671277,Luis García Jr.,72,
744797,664761,Alec Bohm,77,
744798,656941,Kyle Schwarber,1,0.3490665514084315
744798,607208,Trea Turner,2,0.32075803446806
744798,592206,Nick Castellanos,3,0.2959171467705777
744798,681082,Bryson Stott,4,0.3352790382129467
744798,664761,Alec Bohm,5,
744798,671277,Luis García Jr.,7,
744798,696285,Jacob Young,17,
744798,656941,Kyle Schwarber,18,0.3490665514084315
744798,607208,Trea Turner,19,
744798,671277,Luis García Jr.,22,
744798,681082,Bryson Stott,24,0.3352790382129467
744798,664761,Alec Bohm,25,
744798,656941,Kyle Schwarber,34,0.3490665514084315
744798,607208,Trea Turner,35,0.2959171467705777
744798,681082,Bryson Stott,37,0.3352790382129467
744798,664761,Alec Bohm,38,
744798,696285,Jacob Young,40,0.3281335896412229
744798,671277,Luis García Jr.,42,
744798,696285,Jacob Young,53,
744798,656941,Kyle Schwarber,54,0.3490665514084315
744798,607208,Trea Turner,55,
744798,671277,Luis García Jr.,58,
744798,681082,Bryson Stott,60,0.3352790382129467
744798,664761,Alec Bohm,61,
744798,656941,Kyle Schwarber,70,
744798,696285,Jacob Young,73,0.3281335896412229
744798,671277,Luis García Jr.,75,
744799,656941,Kyle Schwarber,1,0.3490665514084315
744799,607208,Trea Turner,2,0.380217063407713
744799,547180,Bryce Harper,3,0.32075803446806
744799,592206,Nick Castellanos,4,
744799,671277,Luis García Jr.,5,
744799,664761,Alec Bohm,9,0.2959171467705777
744799,681082,Bryson Stott,11,
744799,696285,Jacob Young,16,
744799,656941,Kyle Schwarber,18,0.3490665514084315
744799,607208,Trea Turner,19,
744799,671277,Luis García Jr.,21,
744799,547180,Bryce Harper,23,0.32075803446806
744799,592206,Nick Castellanos,24,0.3352790382129467
744799,664761,Alec Bohm,25,
744799,681082,Bryson Stott,30,
744799,696285,Jacob Young,35,
744799,656941,Kyle Schwarber,36,0.3490665514084315
744799,607208,Trea Turner,37,0.380217063407713
744799,547180,Bryce Harper,38,
744799,671277,Luis García Jr.,40,
744799,592206,Nick Castellanos,44,0.3352790382129467
744799,664761,Alec Bohm,45,0.2959171467705777
744799,681082,Bryson Stott,47,
744799,696285,Jacob Young,51,0.3281335896412229
744799,671277,Luis García Jr.,53,
744799,656941,Kyle Schwarber,56,0.3490665514084315
744799,607208,Trea Turner,57,0.380217063407713
744799,547180,Bryce Harper,58,
744799,696285,Jacob Young,65,
744799,592206,Nick Castellanos,66,0.3352790382129467
744799,664761,Alec Bohm,67,0.2959171467705777
744799,681082,Bryson Stott,69,
744800,669394,Jake Burger,3,
744800,671277,Luis García Jr.,8,
744800,696285,Jacob Young,14,
744800,669394,Jake Burger,22,
744800,671277,Luis García Jr.,31,
744800,696285,Jacob Young,38,
744800,669394,Jake Burger,41,
744800,671277,Luis García Jr.,51,0.2896075388416648
744800,696285,Jacob Young,54,
744800,669394,Jake Burger,58,
744800,660821,Jesús Sánchez,66,
744801,669394,Jake Burger,3,0.3169589393147815
744801,660821,Jesús Sánchez,4,
744801,671277,Luis García Jr.,9,
744801,669394,Jake Burger,19,0.3169589393147815
744801,660821,Jesús Sánchez,20,
744801,696285,Jacob Young,21,
744801,660821,Jesús Sánchez,24,
744801,671277,Luis García Jr.,30,0.2896075388416648
744801,696285,Jacob Young,34,
744801,669394,Jake Burger,43,0.3169589393147815
744801,660821,Jesús Sánchez,44,
744801,671277,Luis García Jr.,45,
744801,696285,Jacob Young,54,
744801,669394,Jake Burger,60,
744801,671277,Luis García Jr.,63,
744801,660821,Jesús Sánchez,66,
744802,677951,Bobby Witt Jr.,2,0.3350238372046628
744802,521692,Salvador Perez,3,
744802,672580,Maikel Garcia,12,
744802,671277,Luis García Jr.,14,0.2896075388416648
744802,696285,Jacob Young,15,
744802,677951,Bobby Witt Jr.,20,0.3350238372046628
744802,521692,Salvador Perez,21,
744802,672580,Maikel Garcia,28,
744802,671277,Luis García Jr.,34,0.2896075388416648
744802,696285,Jacob Young,35,
744802,677951,Bobby Witt Jr.,36,0.3350238372046628
744802,521692,Salvador Perez,37,
744802,672580,Maikel Garcia,45,
744802,677951,Bobby Witt Jr.,52,0.3350238372046628
744802,521692,Salvador Perez,53,
744802,671277,Luis García Jr.,54,0.2896075388416648
744802,696285,Jacob Young,55,
744802,672580,Maikel Garcia,64,
744802,671277,Luis García Jr.,69,
744802,677951,Bobby Witt Jr.,71,0.3350238372046628
744802,521692,Salvador Perez,72,
744802,696285,Jacob Young,75,
744803,669394,Jake Burger,3,
744803,671277,Luis García Jr.,7,
744803,660821,Jesús Sánchez,10,
744803,696285,Jacob Young,17,
744803,669394,Jake Burger,22,
744803,671277,Luis García Jr.,25,
744803,660821,Jesús Sánchez,27,
744803,696285,Jacob Young,33,
744803,669394,Jake Burger,43,
744803,671277,Luis García Jr.,45,0.2896075388416648
744803,696285,Jacob Young,49,
744803,660821,Jesús Sánchez,50,
744803,669394,Jake Burger,60,
744803,671277,Luis García Jr.,62,
744803,660821,Jesús Sánchez,66,
744804,624585,Jorge Soler,2,0.3945021333485624
744804,542303,Marcell Ozuna,3,
744804,682928,CJ Abrams,4,
744804,621566,Matt Olson,7,0.2726847584048907
744804,606115,Orlando Arcia,8,
744804,696285,Jacob Young,18,0.3222490843123815
744804,682928,CJ Abrams,19,
744804,624585,Jorge Soler,27,0.3945021333485624
744804,542303,Marcell Ozuna,28,
744804,696285,Jacob Young,30,0.3222490843123815
744804,682928,CJ Abrams,31,
744804,621566,Matt Olson,33,0.2726847584048907
744804,606115,Orlando Arcia,34,
744804,624585,Jorge Soler,44,0.3945021333485624
744804,542303,Marcell Ozuna,45,
744804,696285,Jacob Young,48,
744804,621566,Matt Olson,49,0.2726847584048907
744804,606115,Orlando Arcia,50,
744804,682928,CJ Abrams,54,
744804,624585,Jorge Soler,59,0.3945021333485624
744804,542303,Marcell Ozuna,60,0.3394500888445798
744804,621566,Matt Olson,61,
744804,606115,Orlando Arcia,67,
744805,669394,Jake Burger,3,
744805,682928,CJ Abrams,5,0.3281335896412229
744805,671277,Luis García Jr.,11,
744805,696285,Jacob Young,16,0.3222490843123815
744805,682928,CJ Abrams,17,
744805,669394,Jake Burger,24,
744805,671277,Luis García Jr.,29,
744805,696285,Jacob Young,34,0.3222490843123815
744805,682928,CJ Abrams,35,
744805,669394,Jake Burger,44,
744805,671277,Luis García Jr.,48,
744805,696285,Jacob Young,53,0.3222490843123815
744805,682928,CJ Abrams,54,
744805,669394,Jake Burger,59,
744805,671277,Luis García Jr.,72,
744806,664023,Ian Happ,1,0.3065694088459821
744806,621020,Dansby Swanson,2,0.364872846918827
744806,673548,Seiya Suzuki,3,0.3218178371517683
744806,641355,Cody Bellinger,4,
744806,670623,Isaac Paredes,8,0.3131190129555762
744806,663538,Nico Hoerner,10,
744806,682928,CJ Abrams,13,0.3281335896412229
744806,671277,Luis García Jr.,15,
744806,664023,Ian Happ,18,0.3065694088459821
744806,621020,Dansby Swanson,19,0.364872846918827
744806,673548,Seiya Suzuki,20,0.3218178371517683
744806,641355,Cody Bellinger,21,0.327380766424588
744806,670623,Isaac Paredes,22,
744806,696285,Jacob Young,24,
744806,663538,Nico Hoerner,27,0.3410449178843963
744806,664023,Ian Happ,30,0.3065694088459821
744806,621020,Dansby Swanson,31,
744806,673548,Seiya Suzuki,35,0.3218178371517683
744806,641355,Cody Bellinger,36,0.327380766424588
744806,670623,Isaac Paredes,37,
744806,682928,CJ Abrams,39,0.3281335896412229
744806,671277,Luis García Jr.,41,0.2896075388416648
744806,696285,Jacob Young,42,
744806,663538,Nico Hoerner,43,
744806,664023,Ian Happ,49,0.3065694088459821
744806,621020,Dansby Swanson,50,0.364872846918827
744806,673548,Seiya Suzuki,51,0.3218178371517683
744806,641355,Cody Bellinger,52,0.327380766424588
744806,670623,Isaac Paredes,53,0.3364596908168321
744806,683737,Michael Busch,54,
744806,682928,CJ Abrams,57,
744806,663538,Nico Hoerner,59,
744806,671277,Luis García Jr.,62,0.2896075388416648
744806,696285,Jacob Young,63,
744806,664023,Ian Happ,65,0.3065694088459821
744806,621020,Dansby Swanson,66,0.364872846918827
744806,673548,Seiya Suzuki,67,0.3218178371517683
744806,641355,Cody Bellinger,68,0.327380766424588
744806,670623,Isaac Paredes,69,0.3364596908168321
744806,683737,Michael Busch,70,0.3131190129555762
744806,663538,Nico Hoerner,71,0.3065694088459821
744806,621020,Dansby Swanson,75,0.364872846918827
744806,673548,Seiya Suzuki,76,0.3218178371517683
744806,641355,Cody Bellinger,77,
744807,624585,Jorge Soler,2,0.3945021333485624
744807,542303,Marcell Ozuna,3,
744807,682928,CJ Abrams,4,
744807,621566,Matt Olson,9,
744807,671277,Luis García Jr.,13,
744807,606115,Orlando Arcia,16,0.3397771031342955
744807,624585,Jorge Soler,19,0.3945021333485624
744807,542303,Marcell Ozuna,20,0.3394500888445798
744807,621566,Matt Olson,21,
744807,696285,Jacob Young,25,0.3222490843123815
744807,682928,CJ Abrams,26,
744807,606115,Orlando Arcia,28,0.3397771031342955
744807,624585,Jorge Soler,31,0.3945021333485624
744807,542303,Marcell Ozuna,32,0.3394500888445798
744807,621566,Matt Olson,33,
744807,671277,Luis García Jr.,39,
744807,606115,Orlando Arcia,41,0.3397771031342955
744807,624585,Jorge Soler,44,
744807,696285,Jacob Young,47,0.3222490843123815
744807,682928,CJ Abrams,48,
744807,542303,Marcell Ozuna,49,0.3394500888445798
744807,621566,Matt Olson,50,
744807,606115,Orlando Arcia,58,0.3397771031342955
744807,624585,Jorge Soler,61,
744807,621566,Matt Olson,66,0.2726847584048907
744807,606115,Orlando Arcia,70,
744807,696285,Jacob Young,72,
744807,621566,Matt Olson,79,
744808,664023,Ian Happ,1,0.3065694088459821
744808,621020,Dansby Swanson,2,0.364872846918827
744808,673548,Seiya Suzuki,3,
744808,671277,Luis García Jr.,6,
744808,641355,Cody Bellinger,7,0.327380766424588
744808,670623,Isaac Paredes,8,0.3364596908168321
744808,683737,Michael Busch,9,0.3131190129555762
744808,663538,Nico Hoerner,10,
744808,682928,CJ Abrams,13,0.2896075388416648
744808,696285,Jacob Young,16,
744808,664023,Ian Happ,19,
744808,671277,Luis García Jr.,22,
744808,621020,Dansby Swanson,23,0.364872846918827
744808,673548,Seiya Suzuki,24,0.3218178371517683
744808,641355,Cody Bellinger,25,
744808,682928,CJ Abrams,28,
744808,670623,Isaac Paredes,31,0.3364596908168321
744808,683737,Michael Busch,32,0.3131190129555762
744808,663538,Nico Hoerner,33,0.3410449178843963
744808,664023,Ian Happ,36,0.3065694088459821
744808,621020,Dansby Swanson,37,0.364872846918827
744808,673548,Seiya Suzuki,38,
744808,696285,Jacob Young,39,0.3281335896412229
744808,671277,Luis García Jr.,42,
744808,641355,Cody Bellinger,44,0.327380766424588
744808,670623,Isaac Paredes,45,0.3364596908168321
744808,683737,Michael Busch,46,
744808,682928,CJ Abrams,48,
744808,663538,Nico Hoerner,50,0.3410449178843963
744808,664023,Ian Happ,53,
744808,696285,Jacob Young,55,
744808,621020,Dansby Swanson,58,0.364872846918827
744808,673548,Seiya Suzuki,59,0.3218178371517683
744808,641355,Cody Bellinger,60,0.327380766424588
744808,670623,Isaac Paredes,61,0.3364596908168321
744808,683737,Michael Busch,62,
744808,671277,Luis García Jr.,63,0.3222490843123815
744808,682928,CJ Abrams,66,
744808,663538,Nico Hoerner,67,
744808,696285,Jacob Young,72,
744809,650402,Gleyber Torres,1,0.4205848819428188
744809,665742,Juan Soto,2,0.4757340011100992
744809,592450,Aaron Judge,3,
744809,683011,Anthony Volpe,12,0.3272974470799619
744809,665862,Jazz Chisholm Jr.,13,0.2834208144509927
744809,657077,Alex Verdugo,15,
744809,671277,Luis García Jr.,16,0.2896075388416648
744809,696285,Jacob Young,17,
744809,650402,Gleyber Torres,22,0.4205848819428188
744809,665742,Juan Soto,23,0.4757340011100992
744809,592450,Aaron Judge,24,
744809,683011,Anthony Volpe,30,0.3272974470799619
744809,665862,Jazz Chisholm Jr.,31,
744809,671277,Luis García Jr.,33,0.2896075388416648
744809,696285,Jacob Young,34,
744809,657077,Alex Verdugo,38,0.3126727258098251
744809,650402,Gleyber Torres,39,0.4205848819428188
744809,665742,Juan Soto,40,0.4757340011100992
744809,592450,Aaron Judge,41,
744809,683011,Anthony Volpe,47,0.3272974470799619
744809,665862,Jazz Chisholm Jr.,48,
744809,671277,Luis García Jr.,51,0.2896075388416648
744809,696285,Jacob Young,52,
744809,657077,Alex Verdugo,53,0.3126727258098251
744809,650402,Gleyber Torres,54,0.4205848819428188
744809,665742,Juan Soto,55,
744809,592450,Aaron Judge,59,
744809,683011,Anthony Volpe,66,0.3272974470799619
744809,665862,Jazz Chisholm Jr.,67,0.2834208144509927
744809,657077,Alex Verdugo,69,0.3126727258098251
744809,650402,Gleyber Torres,70,
744810,664023,Ian Happ,1,0.3364596908168321
744810,683737,Michael Busch,2,0.364872846918827
744810,673548,Seiya Suzuki,3,0.3218178371517683
744810,641355,Cody Bellinger,4,
744810,670623,Isaac Paredes,11,0.3131190129555762
744810,663538,Nico Hoerner,12,0.3065694088459821
744810,621020,Dansby Swanson,13,0.3410449178843963
744810,664023,Ian Happ,16,0.3364596908168321
744810,683737,Michael Busch,17,0.364872846918827
744810,673548,Seiya Suzuki,18,0.3218178371517683
744810,641355,Cody Bellinger,19,0.327380766424588
744810,670623,Isaac Paredes,20,0.3131190129555762
744810,663538,Nico Hoerner,21,
744810,682928,CJ Abrams,22,0.2896075388416648
744810,696285,Jacob Young,24,
744810,621020,Dansby Swanson,25,
744810,664023,Ian Happ,32,0.3364596908168321
744810,683737,Michael Busch,33,0.364872846918827
744810,673548,Seiya Suzuki,34,
744810,682928,CJ Abrams,37,
744810,641355,Cody Bellinger,38,0.327380766424588
744810,670623,Isaac Paredes,39,0.3131190129555762
744810,663538,Nico Hoerner,40,0.3065694088459821
744810,621020,Dansby Swanson,41,
744810,696285,Jacob Young,44,
744810,664023,Ian Happ,47,0.3364596908168321
744810,683737,Michael Busch,48,
744810,673548,Seiya Suzuki,53,0.3218178371517683
744810,641355,Cody Bellinger,54,0.327380766424588
744810,670623,Isaac Paredes,55,
744810,682928,CJ Abrams,57,
744810,663538,Nico Hoerner,59,0.3065694088459821
744810,621020,Dansby Swanson,60,
744810,696285,Jacob Young,62,
744810,664023,Ian Happ,66,0.3364596908168321
744810,683737,Michael Busch,67,0.364872846918827
744810,673548,Seiya Suzuki,68,
744810,671277,Luis García Jr.,69,0.3222490843123815
744810,682928,CJ Abrams,73,0.2896075388416648
744810,696285,Jacob Young,75,
744811,650402,Gleyber Torres,1,0.4205848819428188
744811,665742,Juan Soto,2,0.4757340011100992
744811,592450,Aaron Judge,3,
744811,682928,CJ Abrams,5,0.3281335896412229
744811,671277,Luis García Jr.,7,
744811,665862,Jazz Chisholm Jr.,9,0.2873523066513729
744811,683011,Anthony Volpe,10,
744811,696285,Jacob Young,16,
744811,657077,Alex Verdugo,17,0.3126727258098251
744811,650402,Gleyber Torres,19,0.4205848819428188
744811,665742,Juan Soto,20,
744811,682928,CJ Abrams,21,0.3281335896412229
744811,671277,Luis García Jr.,23,
744811,592450,Aaron Judge,25,0.3272974470799619
744811,665862,Jazz Chisholm Jr.,27,0.2873523066513729
744811,683011,Anthony Volpe,28,
744811,696285,Jacob Young,33,0.3222490843123815
744811,682928,CJ Abrams,34,
744811,657077,Alex Verdugo,36,
744811,671277,Luis García Jr.,39,
744811,650402,Gleyber Torres,42,0.4205848819428188
744811,665742,Juan Soto,43,0.4757340011100992
744811,592450,Aaron Judge,44,
744811,696285,Jacob Young,49,0.3222490843123815
744811,682928,CJ Abrams,50,
744811,665862,Jazz Chisholm Jr.,51,0.2873523066513729
744811,683011,Anthony Volpe,52,0.2834208144509927
744811,657077,Alex Verdugo,54,
744811,671277,Luis García Jr.,56,
744811,650402,Gleyber Torres,59,0.4205848819428188
744811,665742,Juan Soto,60,0.4757340011100992
744811,592450,Aaron Judge,61,
744811,665862,Jazz Chisholm Jr.,66,0.2873523066513729
744811,683011,Anthony Volpe,67,0.2834208144509927
744811,657077,Alex Verdugo,69,0.3126727258098251
744811,650402,Gleyber Torres,71,
744812,678662,Ezequiel Tovar,2,0.3279812993811923
744812,686668,Brenton Doyle,3,0.3154038186177774
744812,641857,Ryan McMahon,4,
744812,682928,CJ Abrams,6,
744812,663898,Brendan Rodgers,9,
744812,671277,Luis García Jr.,13,0.2896075388416648
744812,696285,Jacob Young,17,
744812,678662,Ezequiel Tovar,20,
744812,682928,CJ Abrams,22,0.3281335896412229
744812,671277,Luis García Jr.,25,
744812,686668,Brenton Doyle,28,0.3154038186177774
744812,641857,Ryan McMahon,29,0.3136017778732257
744812,663898,Brendan Rodgers,30,
744812,696285,Jacob Young,32,0.3222490843123815
744812,682928,CJ Abrams,34,
744812,671277,Luis García Jr.,41,
744812,678662,Ezequiel Tovar,45,0.3279812993811923
744812,686668,Brenton Doyle,46,
744812,696285,Jacob Young,49,0.3222490843123815
744812,682928,CJ Abrams,51,
744812,641857,Ryan McMahon,52,0.3136017778732257
744812,663898,Brendan Rodgers,53,
744812,671277,Luis García Jr.,59,
744812,678662,Ezequiel Tovar,63,
744812,696285,Jacob Young,66,
744812,686668,Brenton Doyle,67,0.3154038186177774
744812,641857,Ryan McMahon,68,0.3136017778732257
744812,663898,Brendan Rodgers,69,
744813,650402,Gleyber Torres,1,0.4205848819428188
744813,665742,Juan Soto,2,0.4757340011100992
744813,592450,Aaron Judge,3,
744813,682928,CJ Abrams,5,
744813,683011,Anthony Volpe,9,0.3272974470799619
744813,665862,Jazz Chisholm Jr.,10,0.2834208144509927
744813,657077,Alex Verdugo,12,0.3126727258098251
744813,650402,Gleyber Torres,13,
744813,665742,Juan Soto,18,0.4757340011100992
744813,592450,Aaron Judge,19,
744813,696285,Jacob Young,23,0.3222490843123815
744813,682928,CJ Abrams,24,
744813,683011,Anthony Volpe,25,0.3272974470799619
744813,665862,Jazz Chisholm Jr.,26,0.2834208144509927
744813,657077,Alex Verdugo,28,0.3126727258098251
744813,650402,Gleyber Torres,29,
744813,665742,Juan Soto,33,0.4757340011100992
744813,592450,Aaron Judge,34,
744813,683011,Anthony Volpe,41,0.3272974470799619
744813,665862,Jazz Chisholm Jr.,42,0.2834208144509927
744813,657077,Alex Verdugo,44,0.3126727258098251
744813,650402,Gleyber Torres,45,0.4205848819428188
744813,665742,Juan Soto,46,
744813,696285,Jacob Young,48,0.3222490843123815
744813,682928,CJ Abrams,49,
744813,592450,Aaron Judge,53,0.2873523066513729
744813,683011,Anthony Volpe,56,
744813,683011,Anthony Volpe,61,0.3272974470799619
744813,665862,Jazz Chisholm Jr.,62,0.2834208144509927
744813,657077,Alex Verdugo,64,0.3126727258098251
744813,650402,Gleyber Torres,65,
744813,696285,Jacob Young,66,0.3222490843123815
744813,682928,CJ Abrams,67,
744813,665742,Juan Soto,71,0.4757340011100992
744813,592450,Aaron Judge,72,
744813,671277,Luis García Jr.,75,
744814,678662,Ezequiel Tovar,2,0.3279812993811923
744814,686668,Brenton Doyle,3,0.3154038186177774
744814,641857,Ryan McMahon,4,0.3136017778732257
744814,663898,Brendan Rodgers,5,
744814,682928,CJ Abrams,9,
744814,678662,Ezequiel Tovar,14,
744814,671277,Luis García Jr.,17,
744814,686668,Brenton Doyle,19,0.3154038186177774
744814,641857,Ryan McMahon,20,0.3136017778732257
744814,663898,Brendan Rodgers,21,
744814,696285,Jacob Young,23,0.3222490843123815
744814,682928,CJ Abrams,25,
744814,678662,Ezequiel Tovar,34,
744814,671277,Luis García Jr.,35,0.2896075388416648
744814,696285,Jacob Young,38,
744814,686668,Brenton Doyle,40,0.3154038186177774
744814,641857,Ryan McMahon,41,0.3136017778732257
744814,663898,Brendan Rodgers,42,
744814,682928,CJ Abrams,47,
744814,678662,Ezequiel Tovar,52,0.3279812993811923
744814,686668,Brenton Doyle,53,0.3154038186177774
744814,641857,Ryan McMahon,54,0.3136017778732257
744814,663898,Brendan Rodgers,55,
744814,671277,Luis García Jr.,56,
744814,696285,Jacob Young,62,0.3222490843123815
744814,682928,CJ Abrams,64,
744814,678662,Ezequiel Tovar,68,0.3279812993811923
744814,686668,Brenton Doyle,69,
744814,671277,Luis García Jr.,72,
744815,678662,Ezequiel Tovar,1,0.3136017778732257
744815,663898,Brendan Rodgers,2,0.3279812993811923
744815,686668,Brenton Doyle,3,
744815,682928,CJ Abrams,5,
744815,671277,Luis García Jr.,11,
744815,678662,Ezequiel Tovar,17,
744815,696285,Jacob Young,19,0.3222490843123815
744815,682928,CJ Abrams,21,
744815,663898,Brendan Rodgers,24,0.3279812993811923
744815,686668,Brenton Doyle,25,
744815,671277,Luis García Jr.,29,
744815,696285,Jacob Young,36,
744815,678662,Ezequiel Tovar,38,0.3136017778732257
744815,663898,Brendan Rodgers,39,0.3279812993811923
744815,686668,Brenton Doyle,40,
744815,682928,CJ Abrams,43,0.3281335896412229
744815,671277,Luis García Jr.,46,0.2896075388416648
744815,696285,Jacob Young,50,
744815,682928,CJ Abrams,55,
744815,678662,Ezequiel Tovar,60,
744815,671277,Luis García Jr.,61,0.2896075388416648
744815,696285,Jacob Young,65,0.3222490843123815
744815,682928,CJ Abrams,67,
744815,663898,Brendan Rodgers,69,0.3279812993811923
744815,686668,Brenton Doyle,70,
744816,694384,Nolan Schanuel,1,0.3299562754343502
744816,687263,Zach Neto,2,0.3253815192982082
744816,621493,Taylor Ward,4,
744816,671277,Luis García Jr.,8,
744816,694384,Nolan Schanuel,13,
744816,687263,Zach Neto,17,0.3253815192982082
744816,621493,Taylor Ward,19,
744816,696285,Jacob Young,20,
744816,694384,Nolan Schanuel,29,0.3299562754343502
744816,687263,Zach Neto,30,0.3253815192982082
744816,621493,Taylor Ward,32,
744816,671277,Luis García Jr.,33,
744816,696285,Jacob Young,41,
744816,694384,Nolan Schanuel,45,0.3299562754343502
744816,687263,Zach Neto,46,
744816,671277,Luis García Jr.,50,
744816,621493,Taylor Ward,52,0.3154721189889544
744816,694384,Nolan Schanuel,58,
744816,687263,Zach Neto,62,0.3253815192982082
744816,621493,Taylor Ward,64,
744816,696285,Jacob Young,66,0.3281335896412229
744816,671277,Luis García Jr.,70,
744816,694384,Nolan Schanuel,78,0.3299562754343502
744816,687263,Zach Neto,79,
744816,696285,Jacob Young,81,0.3281335896412229
744816,671277,Luis García Jr.,85,
744817,671218,Heliot Ramos,2,0.3401357669452702
744817,656305,Matt Chapman,4,
744817,682928,CJ Abrams,10,0.3281335896412229
744817,671277,Luis García Jr.,12,
744817,671218,Heliot Ramos,15,0.3401357669452702
744817,656305,Matt Chapman,17,
744817,696285,Jacob Young,22,0.3222490843123815
744817,682928,CJ Abrams,23,0.3281335896412229
744817,671277,Luis García Jr.,25,
744817,696285,Jacob Young,36,0.3222490843123815
744817,682928,CJ Abrams,37,
744817,671218,Heliot Ramos,40,0.3401357669452702
744817,656305,Matt Chapman,42,
744817,671277,Luis García Jr.,44,
744817,696285,Jacob Young,54,0.3222490843123815
744817,682928,CJ Abrams,55,0.3281335896412229
744817,671277,Luis García Jr.,57,
744817,671218,Heliot Ramos,59,
744817,696285,Jacob Young,66,
744817,656305,Matt Chapman,67,
744817,682928,CJ Abrams,70,0.3281335896412229
744817,671277,Luis García Jr.,72,
744817,671218,Heliot Ramos,82,0.3401357669452702
744817,656305,Matt Chapman,84,
744818,694384,Nolan Schanuel,1,0.3299562754343502
744818,687263,Zach Neto,2,0.3110666224686518
744818,681351,Logan O'Hoppe,3,
744818,671277,Luis García Jr.,5,
744818,621493,Taylor Ward,11,
744818,696285,Jacob Young,16,
744818,694384,Nolan Schanuel,19,0.3299562754343502
744818,687263,Zach Neto,20,0.3110666224686518
744818,681351,Logan O'Hoppe,21,
744818,671277,Luis García Jr.,23,
744818,621493,Taylor Ward,27,
744818,696285,Jacob Young,34,
744818,694384,Nolan Schanuel,36,0.3299562754343502
744818,687263,Zach Neto,37,
744818,671277,Luis García Jr.,40,
744818,681351,Logan O'Hoppe,41,0.3253815192982082
744818,621493,Taylor Ward,43,
744818,694384,Nolan Schanuel,51,0.3299562754343502
744818,687263,Zach Neto,52,0.3110666224686518
744818,681351,Logan O'Hoppe,53,
744818,696285,Jacob Young,56,
744818,621493,Taylor Ward,58,
744818,671277,Luis García Jr.,64,
744818,694384,Nolan Schanuel,68,0.3299562754343502
744818,687263,Zach Neto,69,
744818,696285,Jacob Young,73,
744818,681351,Logan O'Hoppe,74,0.3253815192982082
744818,621493,Taylor Ward,76,
744819,671218,Heliot Ramos,2,0.3401357669452702
744819,656305,Matt Chapman,4,
744819,682928,CJ Abrams,8,
744819,671218,Heliot Ramos,16,
744819,671277,Luis García Jr.,19,
744819,656305,Matt Chapman,21,
744819,696285,Jacob Young,26,0.3222490843123815
744819,682928,CJ Abrams,27,
744819,671218,Heliot Ramos,32,
744819,656305,Matt Chapman,38,
744819,671277,Luis García Jr.,42,0.2896075388416648
744819,696285,Jacob Young,43,0.3222490843123815
744819,682928,CJ Abrams,44,
744819,671218,Heliot Ramos,53,0.3401357669452702
744819,656305,Matt Chapman,55,
