Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Gleyber Torres","NYY",154,665,15,80,63,4,0.09774436,0.204511278,0.120954003,0.306306306,0.257240204,0.330316742,0.378194207,0.31267272580982514,0.3136443399264845,105.0829412563799,-4.586038514971733,-0.718431464465592,-3.6850688457489014,1.8216471756372457,"Gleyber Torres",16997,650402
"Bryson Stott","PHI",148,571,11,65,57,32,0.092819614,0.162872154,0.110671937,0.274939172,0.245059288,0.315236427,0.355731225,0.2959171467705777,0.3119384603009131,86.98173722315366,4.602767609059811,-4.286181632528955,2.4069921672344208,1.7772787232390521,"Bryson Stott",26294,681082
"Colt Keith","DET",148,556,13,54,61,7,0.064748201,0.197841726,0.120155039,0.306329113,0.259689922,0.309352517,0.379844961,0.3007700167838417,0.3159625199589416,95.30405231459929,0.3396484851837158,-2.647822176599391,0.9054285287857056,1.723350989016357,"Colt Keith",27899,690993
"Jesús Sánchez","MIA",149,537,18,60,64,16,0.076350093,0.260707635,0.165644172,0.315315315,0.251533742,0.313432835,0.417177914,0.31695893931478153,0.34766889873303863,101.40871327945555,0.6551544815301895,1.5597578042845401,-3.9787464141845703,1.604145705201739,"Jesus Sanchez",19913,660821
"Spencer Steer","CIN",158,656,20,74,92,25,0.109756097,0.208841463,0.177700349,0.260143198,0.224738675,0.31859756,0.402439024,0.3164798483593773,0.32053507268885195,97.61357331117141,4.5349496603012085,2.662917863173515,-9.573967397212982,1.5510591096120345,"Spencer Steer",26323,668715
"Sal Frelick","MIL",145,524,2,66,32,18,0.07442748,0.148854961,0.075789474,0.305555555,0.258947368,0.319845857,0.334736842,0.29205405206808926,0.28336377023958836,86.70234687598976,3.27005635201931,-5.062294936463754,2.2768096923828125,1.5214127283533192,"Sal Frelick",29622,686217
"Vinnie Pasquantino","KCR",131,554,19,64,97,1,0.072202166,0.128158844,0.183467742,0.264916467,0.262096774,0.314647377,0.445564516,0.3245793902787609,0.3362866000852723,109.23137778473206,-1.4433144629001617,4.408383428577507,-8.157171249389648,1.5092887460821536,"Vinnie Pasquantino",27676,686469
"Jake Burger","MIA",137,579,29,68,76,1,0.053540587,0.259067357,0.209345795,0.291666666,0.250467289,0.300518134,0.459813084,0.3254176387547207,0.3390461868709988,107.10199781380807,-0.6811041459441185,4.236124266662797,-9.694618463516235,1.4352359718745888,"Jake Burger",22275,669394
"Ryan Mountcastle","BAL",124,507,13,54,63,3,0.053254437,0.224852071,0.154334038,0.326704545,0.270613107,0.307692307,0.424947145,0.3155164792692873,0.33629885586825287,107.40570198559645,-0.8342187628149986,3.4619348171818194,-6.39782190322876,1.4323526982343306,"Ryan Mountcastle",18373,663624
"Zack Gelof","OAK",138,547,17,60,49,25,0.069469835,0.34369287,0.150905433,0.296296296,0.211267605,0.270220588,0.362173038,0.2764205327805351,0.2734827424500748,82.200735945859,4.283658906817436,-6.856592186170106,2.48012575507164,1.420501095986472,"Zack Gelof",29766,680869
"Jesse Winker","- - -",145,508,14,63,58,14,0.124015748,0.208661417,0.15116279,0.303514376,0.253488372,0.359683794,0.404651162,0.33783508328691364,0.3302987719339038,117.67612396301912,-2.8266476839780807,7.911071334461189,-11.492769360542297,1.3839422503368202,"Jesse Winker",13590,608385
"Lane Thomas","- - -",130,528,15,65,63,32,0.083333333,0.259469696,0.163135593,0.298461538,0.237288135,0.308712121,0.400423728,0.3088420941662291,0.31128774422169636,98.80129304021477,3.989039823412895,3.383000171053884,-7.656508311629295,1.376071282125522,"Lane Thomas",16939,657041
"Maikel Garcia","KCR",157,626,7,84,58,37,0.067092651,0.164536741,0.100869566,0.268085106,0.231304347,0.281350482,0.332173913,0.27008225181861706,0.3051139610756632,70.89697766953812,8.074000909924507,-12.771773477935088,4.074806571006775,1.2447227357159438,"Maikel Garcia",22715,672580
"Leody Taveras","TEX",151,529,12,59,44,23,0.079395085,0.211720226,0.122916667,0.272222222,0.229166666,0.288973384,0.352083333,0.28214366399743257,0.2994106190414721,83.89084219336124,1.598325476050377,-8.152336819220944,2.177668482065201,1.193824758897297,"Leody Taveras",18900,665750
"Justin Turner","- - -",139,539,11,59,55,0,0.109461966,0.176252319,0.123913043,0.299168975,0.258695652,0.354359925,0.382608695,0.32655321508368523,0.333037392387177,116.46404160788208,-4.55053286254406,5.603319104326765,-12.286426551640034,1.1548908164992762,"Justin Turner",5235,457759
"Paul Goldschmidt","STL",154,654,22,70,65,11,0.071865443,0.264525993,0.168614357,0.307881773,0.245409015,0.301538461,0.414023372,0.30982255549342547,0.3324428593780234,100.02900100910847,-0.05907219648361206,-0.036391721660149035,-10.655078768730164,1.1537208876533984,"Paul Goldschmidt",9218,502671
"Luis Arraez","- - -",150,672,4,83,46,9,0.035714285,0.043154761,0.078492936,0.323966942,0.313971742,0.346268656,0.392464678,0.3227873320343612,0.3302921483899164,109.21884083893246,-0.9683540388941765,6.439746615190863,-18.095480978488922,1.116278262462667,"Luis Arraez",18568,650333
"Jorge Soler","- - -",142,574,21,84,64,1,0.118466898,0.245644599,0.200811359,0.292537313,0.24137931,0.338003502,0.442190669,0.33977710313429554,0.35220611304567573,119.58796962459358,-4.398667372763157,9.046388107595632,-17.95328962802887,1.061829971046185,"Jorge Soler",14221,624585
"George Springer","TOR",145,614,19,74,56,16,0.097719869,0.187296416,0.150458715,0.244552058,0.220183486,0.303425774,0.370642201,0.2983212936760745,0.3252579235639729,94.45291379764271,3.4486011937260628,-0.4484749681065834,-9.672271013259888,1.0565996169344483,"George Springer",12856,543807
"Ceddanne Rafaela","BOS",152,571,15,70,75,19,0.026269702,0.264448336,0.143382353,0.312335958,0.246323529,0.274165202,0.389705882,0.28604016988210273,0.27597564374896844,80.91939343147581,0.5855370610952377,-11.880657260497543,2.938391327857971,1.031112586796556,"Ceddanne Rafaela",24262,678882
"Orlando Arcia","ATL",157,602,17,50,46,2,0.068106312,0.212624584,0.136116153,0.249394673,0.217785843,0.271214642,0.353901996,0.2726847584048907,0.26586151123046875,72.46293801034192,-1.095210276544094,-20.918484001961122,8.75169837474823,0.8218255436212739,"Orlando Arcia",13185,606115
"Brendan Rodgers","COL",135,539,13,67,54,1,0.057513914,0.244897959,0.139720559,0.337988826,0.267465069,0.314126394,0.407185628,0.31360177787322574,0.29945947173842813,87.06819590311625,-0.8672080412507057,-9.20227640921415,-1.523686408996582,0.7531251979310014,"Brendan Rodgers",17907,663898
"Nolan Schanuel","LAA",147,607,13,62,54,10,0.112026359,0.169686985,0.111753372,0.285365853,0.250481695,0.343283582,0.362235067,0.3154721189889544,0.32231627605520746,104.700086465124,-3.4775820150971413,-0.21320624257920917,-13.062057495117188,0.7068457568033597,"Nolan Schanuel",33189,694384
"Alec Burleson","STL",152,595,21,71,78,9,0.058823529,0.127731092,0.151736745,0.276315789,0.268738574,0.314189189,0.420475319,0.31856830126127683,0.33302860583289196,105.91548739806633,-3.037570096552372,1.1713316113083563,-14.689480304718018,0.6580925838363327,"Alec Burleson",27615,676475
"Alex Verdugo","NYY",149,621,13,74,61,2,0.078904991,0.149758454,0.123434705,0.252699784,0.232558139,0.290791599,0.355992844,0.2834208144509927,0.30673150892381545,84.5065494338301,-2.4940835386514664,-13.503019827261786,-1.2658147811889648,0.6005180049240338,"Alex Verdugo",17027,657077
"Andrew McCutchen","PIT",120,515,20,66,50,3,0.112621359,0.258252427,0.178571428,0.282828282,0.232142857,0.328155339,0.410714285,0.32450418655510543,0.3237934967695389,105.95487183118608,-2.863839812576771,0.8034136885471961,-13.102145433425903,0.5078340495846205,"Andrew McCutchen",9847,457705
"Nick Castellanos","PHI",162,659,23,80,86,6,0.062215477,0.210925644,0.176567657,0.293721973,0.254125412,0.311077389,0.430693069,0.32075803446806006,0.33601245792230705,103.70135739075258,-3.847552075982094,-0.9307448976260551,-18.74859094619751,0.24273688187273923,"Nick Castellanos",11737,592206
"Rhys Hoskins","MIL",131,517,26,59,82,3,0.102514506,0.28820116,0.204899777,0.25,0.213808463,0.302912621,0.41870824,0.31343205418104325,0.30632476212913423,101.09120767772927,-3.3119177147746086,-2.637297670947677,-12.71459674835205,0.19941526921298003,"Rhys Hoskins",16472,656555
"Josh Bell","- - -",145,603,19,62,71,0,0.084577114,0.199004975,0.156133829,0.286069651,0.249070631,0.319397993,0.40520446,0.31676103881056383,0.31214686435481115,101.48972844108862,-4.0830953270196915,-3.0088939477258982,-17.8531277179718,-0.07274622830666266,"Josh Bell",13145,605137
"Andrew Vaughn","CHW",149,619,19,55,70,2,0.061389337,0.213247172,0.15614035,0.285377358,0.245614035,0.297253634,0.401754385,0.3037608829183994,0.32030227809276396,97.40133149930215,-2.466633126139641,-4.307181086516193,-17.534156799316406,-0.13676048415185793,"Andrew Vaughn",26197,683734
"Andrew Benintendi","CHW",135,522,20,50,64,3,0.078544061,0.183908045,0.167714885,0.244505494,0.22851153,0.28927203,0.396226415,0.29789751367697104,0.31031083327073317,93.27691783511646,-1.8923116028308868,-5.907856900046426,-12.740214347839355,-0.1390179481814055,"Andrew Benintendi",17901,643217
"Adolis García","TEX",154,637,25,68,85,11,0.070643642,0.277864992,0.175862069,0.2734375,0.224137931,0.284144427,0.4,0.2958071366069824,0.3087941359270258,93.50200785778486,-0.7074820473790169,-5.4436186658661665,-17.0233793258667,-0.13975956657284938,"Adolis Garcia",19287,666969
"Ty France","- - -",140,535,13,46,51,1,0.071028037,0.213084112,0.131524008,0.277310924,0.233820459,0.304672897,0.365344467,0.29612975432493976,0.3056601479788807,93.48423386119002,-3.641314685344696,-7.79767591639611,-18.181398153305054,-0.8459398628693255,"Ty France",17982,664034
"Christopher Morel","- - -",152,611,21,56,60,8,0.099836333,0.260229132,0.14953271,0.233333333,0.196261682,0.288052373,0.345794392,0.28043045436865405,0.31609604661115115,81.1570570360714,-2.2515268474817276,-15.613976544717586,-14.482837677001953,-1.0044343801189473,"Christopher Morel",21897,666624
"Bryan De La Cruz","- - -",149,622,21,61,68,5,0.046623794,0.273311897,0.150684931,0.288944723,0.232876712,0.2705314,0.383561643,0.28260191400204937,0.3064621230512135,78.18840393888668,-2.608274795114994,-18.83157165970481,-12.421184197068214,-1.0802808416272884,"Bryan De La Cruz",19600,650559
