Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Bryan Reynolds","PIT",156,692,24,73,88,10,0.082369942,0.225433526,0.172025723,0.330337078,0.274919614,0.343930635,0.446945337,0.3427446141990418,0.3532597793068254,118.23192994662918,0.9787648841738701,16.06566525149137,-18.195941925048828,2.1690951929669087,"Bryan Reynolds",19326,668804
"Logan O'Hoppe","LAA",136,522,20,64,56,2,0.06321839,0.296934865,0.164926931,0.318032786,0.244258872,0.303262955,0.409185803,0.31106662246865185,0.33327742356520434,101.60117024516721,-4.74215093255043,-3.785808069212233,7.252860184758902,2.1449817823344293,"Logan O'Hoppe",24729,681351
"Lourdes Gurriel Jr.","ARI",133,553,18,72,75,7,0.052441229,0.182640144,0.155945419,0.313283208,0.278752436,0.32188065,0.434697855,0.32670330580161966,0.3247544108957484,108.31744267166582,-0.6943700537085533,4.805801452228541,-2.6786558628082275,2.128899553329428,"Lourdes Gurriel Jr.",19238,666971
"Cody Bellinger","CHC",130,569,18,72,78,9,0.079086115,0.156414762,0.160852714,0.287439613,0.265503875,0.32513181,0.426356589,0.32181783715176837,0.30497690112565334,107.75359795665254,1.3971683979034424,6.6728287616541015,-5.552166521549225,2.080191667768048,"Cody Bellinger",15998,641355
"Jake Cronenworth","SDP",155,656,17,72,83,5,0.092987804,0.179878048,0.149046793,0.274157303,0.240901213,0.323619631,0.389948006,0.31488512410708,0.3394956897330027,104.99728058093454,0.09146419167518616,4.011579647335907,-5.940893054008484,2.0655615062489474,"Jake Cronenworth",18036,630105
"Pete Alonso","NYM",162,695,34,91,88,3,0.100719424,0.247482014,0.21875,0.275862068,0.240131578,0.329496402,0.458881578,0.3398528206020637,0.3459385178431717,121.37286475824538,-4.215423002839088,13.547270686915041,-16.84054470062256,2.059340861214629,"Pete Alonso",19251,624413
"Randy Arozarena","- - -",154,648,20,77,60,20,0.11265432,0.260802469,0.169398908,0.274725274,0.218579234,0.331790123,0.387978142,0.3203924835464101,0.322468658871776,114.24854061392074,-1.1503080874681473,9.414241790940022,-11.701110601425171,1.9820536025373279,"Randy Arozarena",19290,668227
"Shea Langeliers","OAK",137,534,29,58,80,4,0.076779026,0.27153558,0.226141078,0.251592356,0.22406639,0.288389513,0.450207468,0.31521909476671006,0.3280744050678454,109.4924367781867,-2.7900562956929207,3.0098980859901276,-1.7468717098236084,1.9584334565593062,"Shea Langeliers",25816,669127
"Jake Meyers","HOU",148,513,13,51,61,11,0.06822612,0.228070175,0.14099783,0.262686567,0.219088937,0.286274509,0.360086767,0.28458094643611537,0.30692627674012674,84.75877468073166,2.204454630613327,-6.7418329801419095,8.596922159194946,1.9476930736698408,"Jake Meyers",20308,676694
"Yandy Díaz","TBR",145,621,14,55,65,0,0.080515297,0.152979066,0.13321492,0.31441048,0.280639431,0.341384863,0.413854351,0.3305333292234731,0.33901513355835355,120.34472436052373,-3.63025863468647,10.825770597652049,-12.782237768173218,1.9237502245501916,"Yandy Diaz",16578,650490
"Ryan McMahon","COL",153,645,20,68,65,4,0.106976744,0.286821705,0.155202822,0.319672131,0.241622574,0.32503888,0.396825396,0.31540381861777744,0.32574901610942436,88.2810928471532,-2.6541661247611046,-11.692910669718461,8.604419708251953,1.907867172335438,"Ryan McMahon",15112,641857
"CJ Abrams","WSN",138,602,20,79,65,31,0.066445182,0.212624584,0.186691312,0.28463476,0.245841035,0.314475873,0.432532347,0.32224908431238153,0.320060089930592,106.30492547494421,1.608085997402668,6.146851373139336,-8.262802600860596,1.859852900857557,"CJ Abrams",25768,682928
