Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID,batter_id,avg_protection_score,games_x,total_pa,avg_batting_order,batter,avg_ondeck_protection,avg_preceding_protection,games_y,total_pitches,Team_Abbr,park_factor,wOBA_park_adj,heart_pct,avg_pitcher_fip_minus,avg_pitcher_fip,unique_pitchers_faced,ondeck_adj,preceding_adj,protection_adj,park_adj,pitcher_adj,pitch_quality_adj,wOBA_true_talent,total_context_adj
Masyn Winn,STL,150,637,15,85,57,11,0.064364207,0.171114599,0.148211244,0.303418803,0.267461669,0.313880126,0.415672913,0.315483457292614,0.2951017107282366,103.83917595298146,2.22144627571106,5.145859461464935,8.499488115310669,3.608480309032025,Masyn Winn,27479,691026,691026,0.3203203201476004,148,638,4.932601880877742,691026,0.3257584229336106,0.3298073948593401,81,1362,STL,97.5001335144043,0.32357233361737464,0.1242603550295858,100.80575514691901,3.8438752534813316,177,-0.000718840253604397,-0.00022843912019334113,-0.0009472793737977382,-0.00808887632476063,-0.0008057551469190117,0.002803941878690384,0.32189633235308346,-0.005426458672948973
Oneil Cruz,PIT,146,599,21,72,76,22,0.085141903,0.302170283,0.190388171,0.346938775,0.258780036,0.323873121,0.449168207,0.3310161504881952,0.3451237048132945,110.33786992820656,5.253063254058361,12.657962783080125,2.1324944496154785,3.595550989068648,Oneil Cruz,21711,665833,665833,0.3201487619026358,145,599,4.81135225375626,665833,0.33241527676756155,0.3353807867898531,80,1319,PIT,101.54402256011964,0.3259829009553127,0.10437452033768227,100.78445678337864,3.843063114804992,168,-5.315487020930432e-05,0.00032890007285796274,0.0002757452026486584,0.005033249532882533,-0.0007844567833786443,-0.0001789333250951451,0.32566887704901926,0.0059145181938146905
Brenton Doyle,COL,149,603,23,82,72,30,0.07628524,0.253731343,0.186346863,0.315508021,0.260147601,0.317195325,0.446494464,0.3279812993811923,0.3308289139359086,96.74659953880382,5.354539439082146,3.008603652115349,11.350025177001951,3.564762589381628,Brenton Doyle,25479,686668,686668,0.3180684875948364,147,604,5.049668874172186,686668,0.3258935883618313,0.3275461079690617,85,1259,COL,113.34958076477052,0.28935378249156274,0.100398406374502,99.6636159144399,3.8003237645275703,181,-0.0007053237107823296,-0.0004545678092211791,-0.0011598915200035087,0.038627516889629565,0.00033638408556009835,-0.0007753504195721863,0.2955402756491054,0.03635589086449378
Ian Happ,CHC,153,657,25,89,86,13,0.121765601,0.255707762,0.198594025,0.298941798,0.242530755,0.340943683,0.44112478,0.3410449178843963,0.3470029641653745,120.6947412320549,1.258812636137009,17.517543955832764,-5.025836944580078,3.558384217694172,Ian Happ,17919,664023,664023,0.3160662718777277,153,660,4.989393939393939,664023,0.3152467541716553,0.3248703820311966,87,1552,CHC,97.8569507598877,0.3485137389179647,0.10802069857697283,100.38365513536802,3.827779944373926,168,-0.0017700071297999276,-0.0007221404030076872,-0.002492147532807615,-0.00746882103356844,-0.00038365513536801644,0.0003679934107984388,0.34830622209822204,-0.009209320020209598
Zach Neto,LAA,155,602,23,70,77,30,0.064784053,0.232558139,0.193726938,0.294736842,0.24907749,0.317725752,0.442804428,0.3299562754343502,0.3190859340181287,114.88853789941253,1.7759534046053886,12.031389893557858,2.3028039932250977,3.5411718351683,Zach Neto,31347,687263,687263,0.3159992032922101,155,604,4.980132450331126,687263,0.3283822213719512,0.32555811051605554,88,1186,LAA,101.23049020767212,0.3259455473913563,0.10961214165261383,99.28768789613768,3.7859890630560518,178,-0.00045646040977033735,-0.0006533675545217943,-0.0011098279642921317,0.004010728042993905,0.0007123121038623169,0.0006067098721445896,0.3275222878127063,0.0027952978469840462
Manny Machado,SDP,152,643,29,77,105,11,0.069984447,0.192846034,0.197301855,0.301801801,0.274873524,0.32503888,0.472175379,0.3396645368923385,0.3401139627291462,121.67552391873824,-0.3648503571748733,16.301551947535394,-3.6292690336704254,3.528699186013804,Manny Machado,11493,592518,592518,0.345195664847182,152,641,4.951638065522621,592518,0.33746637190051115,0.32668237185284194,85,1334,SDP,95.90458273887634,0.3541692452978583,0.11760242792109256,99.94819910581698,3.8111753501865127,172,0.0004519546430856558,-0.0005409414208431551,-8.898677775749929e-05,-0.014504708405519817,5.180089418301748e-05,0.0018052528124163983,0.35033171012572095,-0.012840243265043936
Anthony Volpe,NYY,160,689,12,90,60,28,0.06095791,0.226415094,0.120879121,0.302966101,0.2433281,0.293002915,0.364207221,0.2873523066513729,0.278382175479117,87.27204133519592,5.04425360262394,-4.989965630833906,15.953886985778809,3.490916491903395,Anthony Volpe,27647,683011,683011,0.3751053058639014,159,692,4.710982658959537,683011,0.3952701177046345,0.32725478980897543,92,1667,NYY,98.9298939704895,0.29046054242925734,0.11771771771771772,99.83279357950217,3.806774763671685,203,0.00623232922349799,-0.0004836996252298054,0.005748629598268185,-0.0031082357778844383,0.00016720642049783407,0.001822546281910172,0.2878283236566959,0.004295733681796084
Seiya Suzuki,CHC,132,585,21,74,73,16,0.107692307,0.273504273,0.19921875,0.370149253,0.283203125,0.365811965,0.482421875,0.364872846918827,0.3484517818063549,136.7325707850044,-0.8127775117754936,24.883397093407343,-11.004959225654602,3.4530251987974805,Seiya Suzuki,30116,673548,673548,0.3268597585278286,132,585,5.126495726495727,673548,0.32816523511180923,0.3279311324907616,67,1211,CHC,97.8569507598877,0.3728634952197909,0.10504549214226634,100.22337121533425,3.8216680771213993,135,-0.0004781590357845367,-0.0004160653570511874,-0.0008942243928357241,-0.00799064830096391,-0.00022337121533425375,-7.828755440753426e-05,0.3693287803406066,-0.008739789032872914
Alec Bohm,PHI,143,606,15,62,97,5,0.0660066,0.141914191,0.167870036,0.305010893,0.279783393,0.331683168,0.447653429,0.3352790382129467,0.3447550097901617,113.47498826994982,-2.6210277378559117,7.143748692756864,5.862979352474213,3.435498738849076,Alec Bohm,21618,664761,664761,0.314958404526186,143,607,5.237232289950577,664761,0.3191952572464586,0.36377856851745555,89,1327,PHI,101.27016305923462,0.3310738603401244,0.1326762699014405,100.15128818156134,3.818919442489262,194,-0.001375156822319601,0.003168678245618206,0.0017935214232986051,0.004205177872822263,-0.00015128818156134118,0.004066329109468588,0.3256338574472931,0.010216316587150798
Teoscar Hernández,LAD,154,652,33,84,99,12,0.081288343,0.288343558,0.229202037,0.344173441,0.271646859,0.339477726,0.500848896,0.359840165041847,0.3466940029327062,132.08620411701298,0.5999196097254753,25.61645840954536,-14.332844257354736,3.4163528083224923,Teoscar Hernandez,13066,606192,606192,0.350565058135766,152,642,5.007788161993769,606192,0.3326333825101928,0.34593641826528093,88,1483,LAD,99.1439938545227,0.36294701378467015,0.12178619756427606,99.9290068673602,3.8104435212313557,186,-3.134429594617849e-05,0.0013844632204007446,0.001353118924454566,-0.0031068487428231317,7.099313263979923e-05,0.0024328182588939226,0.35638627074464213,0.0006080953078855577
Isaac Paredes,- - -,153,641,19,64,80,1,0.118564742,0.163806552,0.154981549,0.259433962,0.23800738,0.346333853,0.392988929,0.327380766424588,0.3094042925767495,116.36798017405934,-0.7903815433382988,11.053570590341767,0.1976503133773803,3.3624775278247707,Isaac Paredes,20036,670623,670623,0.3231496234931371,153,644,5.069875776397516,670623,0.3301779630325798,0.32779654588363055,86,1619,,100.0,0.327380766424588,0.09683426443202979,100.04490766029659,3.814862993008316,175,-0.0002768862437074804,-0.00042952401776429343,-0.0007064102614717739,0.0,-4.4907660296587435e-05,-0.001309971710943017,0.32949442464711237,-0.0019714743121182036
Kyle Schwarber,PHI,150,692,38,110,104,5,0.15317919,0.28468208,0.237347295,0.300578034,0.247818499,0.365606936,0.485165794,0.3658075707769671,0.3802319550409498,134.02278329888222,-2.4101226404309277,25.743690112890388,-16.537389278411865,3.339911179286023,Kyle Schwarber,16478,656941,656941,0.3499526650300884,150,693,4.698412698412699,656941,0.3377798794448315,0.33052260383427745,82,1574,PHI,101.27016305923462,0.36121949419889854,0.09526854219948849,100.26567902481176,3.823281337610769,173,0.00048330539751769157,-0.00015691822269960355,0.000326387174818088,0.004588076578068534,-0.00026567902481176023,-0.0015448300458242115,0.3590324402246604,0.0036353127318741706
Salvador Perez,KCR,158,652,27,58,104,0,0.067484662,0.19785276,0.184745763,0.302272727,0.27118644,0.330261136,0.455932203,0.3350238372046628,0.3613753341173342,116.5782150454122,-5.638388641178608,6.729369162599838,3.4370458126068115,3.2818932940084187,Salvador Perez,7304,521692,521692,0.2715960612202877,160,663,5.226244343891403,521692,0.3307687219008278,0.3306266925919066,90,1316,KCR,103.06445360183716,0.3250624492697945,0.0951276102088167,100.12986021643313,3.8181023619092023,170,-0.00021781035688268058,-0.0001465093469366907,-0.00036431970381937127,0.009961387934868282,-0.00012986021643312994,-0.0015659698444249802,0.3272539987255219,0.00816095860305706
Anthony Santander,BAL,155,665,44,91,102,2,0.087218045,0.193984962,0.270588235,0.224824355,0.235294117,0.308270676,0.505882352,0.3451743663437777,0.3271819560502553,128.2676654172403,-2.7244119718670845,18.78443823013811,-9.699225664138794,3.214730816546049,Anthony Santander,14551,623993,623993,0.3395413467441994,157,673,4.977711738484398,623993,0.33044507241881294,0.32471407305780275,86,1443,BAL,98.61453771591188,0.3500238142758969,0.09437890353920889,100.5718900874698,3.8349576265724257,175,-0.000250175305084166,-0.0007377713003470732,-0.0009879466054312392,-0.004849447932119222,-0.0005718900874697965,-0.0016782758448661526,0.3499837399589288,-0.006943780294946817
JJ Bleday,OAK,159,642,20,74,60,2,0.10436137,0.194704049,0.194055944,0.278688524,0.243006993,0.324492979,0.437062937,0.3302192336330204,0.3216156578959434,120.0438407845668,-2.59663475304842,12.127221870653235,-2.3956093788146973,3.202755840257476,JJ Bleday,26368,668709,668709,0.3614845170977966,158,644,4.975155279503106,668709,0.3584165622841216,0.32289284390496525,92,1459,OAK,96.36880159378052,0.34266196961230266,0.09461325966850828,99.48017731055329,3.793328974309638,180,0.0025469736814467017,-0.0009198942156308232,0.0016270794658158785,-0.012442735979282249,0.0005198226894467126,-0.0016431224254712432,0.3419554597193411,-0.012978601628384327
Joey Ortiz,MIL,142,511,11,58,60,11,0.109589041,0.201565557,0.159090909,0.28313253,0.238636363,0.328740157,0.397727272,0.3187137223838821,0.3067055803984992,104.64613241625626,-0.153630830347538,2.6854239189410603,11.072941303253174,3.1851420065712563,Joey Ortiz,25493,687401,687401,0.3124003613488079,140,525,5.026666666666666,687401,0.32734267455410654,0.3170448870442915,73,1092,MIL,98.89779090881348,0.3222657649428642,0.12385321100917432,99.90238719297172,3.80942847295868,158,-0.0005604150915548056,-0.0015046899016981975,-0.002065104993253003,-0.0035520425589820603,9.761280702828402e-05,0.0027428702756286624,0.322594459204842,-0.002971890083634685
Nolan Arenado,STL,152,635,16,70,71,2,0.069291338,0.144881889,0.12283737,0.295597484,0.271626297,0.324921135,0.394463667,0.3136587862538386,0.2979454403831845,102.6110472697124,-2.099508069455624,-0.1168412257027542,9.719988584518433,3.1841061192813926,Nolan Arenado,9777,571448,571448,0.3215405873463555,152,635,4.889763779527559,571448,0.3262401806001055,0.32353106941329096,85,1401,STL,97.5001335144043,0.3217008787044377,0.09649749821300929,100.95271135144927,3.849478914870666,184,-0.0006706644869549083,-0.0008560716647982525,-0.0015267361517531607,-0.008042092450599114,-0.0009527113514492669,-0.0013604866437960917,0.32434925911776064,-0.0099766038946991
Brendan Donovan,STL,153,652,14,65,73,5,0.072085889,0.124233128,0.139693356,0.299798792,0.277683134,0.342024539,0.41737649,0.3322372513314697,0.3409130371843798,115.11562774919648,-1.778129830956459,10.007018910614594,-1.0515611171722412,3.175906105467001,Brendan Donovan,24679,680977,680977,0.312664103718107,153,652,4.964723926380368,680977,0.32286861298774094,0.32516214405830424,86,1424,STL,97.5001335144043,0.3407556885882482,0.11893033075299085,100.80977532304534,3.844028548851265,185,-0.0010078212481913651,-0.000692964200296925,-0.0017007854484882901,-0.008518437256778477,-0.0008097753230453435,0.002004438237201142,0.3387554424129178,-0.007405009145020281
Daulton Varsho,TOR,136,513,18,73,58,10,0.093567251,0.26705653,0.193899782,0.262295081,0.213507625,0.29296875,0.407407407,0.304275134421608,0.2658830204272317,98.6409669653947,1.5670011267066002,0.7692765248187414,12.695324957370758,3.146697145952277,Daulton Varsho,19918,662139,662139,0.3660671056116394,131,513,4.865497076023392,662139,0.33987209767966803,0.3283853407995426,81,1302,TOR,99.45313930511476,0.30594824512086516,0.10139318885448917,100.097689378163,3.816875639397873,162,0.0006925272210013434,-0.0003706445261730862,0.00032188269482825717,-0.0016731106992571854,-9.768937816299684e-05,-0.0006261330475741102,0.30861673346998,-0.0018796716738400418
Wyatt Langford,TEX,134,557,16,74,74,19,0.091561938,0.206463195,0.162324649,0.296495956,0.25250501,0.324955116,0.414829659,0.3211050060466738,0.3321077654885294,111.29704584628976,4.364511333405972,11.564398555874856,-0.2643098831176758,3.0737721553109094,Wyatt Langford,33333,694671,694671,0.3047996393926314,134,559,4.982110912343471,694671,0.32344649417623594,0.3268988311587054,67,1138,TEX,98.6534059047699,0.32548800834776687,0.11650485436893204,99.01238184366727,3.775491228674647,144,-0.0009500331293418652,-0.0005192954902568103,-0.0014693286195986755,-0.004383002301093064,0.0009876181563327293,0.0016406167795923207,0.32675131249377215,-0.005199332297432148
Tyler Stephenson,CIN,138,515,19,69,66,1,0.093203883,0.227184466,0.185995623,0.306501547,0.258205689,0.337864077,0.444201312,0.3393622592643455,0.3246214687824249,113.01500435136596,-3.3928532004356384,4.622318515726009,7.78378963470459,3.059293823787097,Tyler Stephenson,17988,663886,663886,0.3244893224091828,136,517,5.0735009671179885,663886,0.3316958251559083,0.3265036072061717,72,951,CIN,104.54981327056883,0.3245938454104128,0.11627906976744186,100.01705516951849,3.813800935590129,143,-0.0001251000313746309,-0.0005588178855101767,-0.0006839179168848076,0.014768413853932683,-1.7055169518485514e-05,0.0016067490893687932,0.3243659711456461,0.015708300195935155
Christian Walker,ARI,130,552,26,72,84,2,0.099637681,0.240942028,0.217118998,0.286585365,0.25052192,0.335144927,0.467640918,0.3434478165241924,0.354201176587273,119.58764615968676,-3.2036290392279625,9.72589721127775,1.3757238388061523,3.052310538791226,Christian Walker,13419,572233,572233,0.3327063204253412,129,553,5.311030741410488,572233,0.3306622490583202,0.3334252070793086,92,1664,ARI,100.64197778701782,0.34125702224474264,0.10949788263762855,100.0731317909857,3.8159392216159866,190,-0.00022845764113343936,0.00013334210180351302,-9.511553932992634e-05,0.002190794279449737,-7.313179098569833e-05,0.0005895710198967972,0.3396978994599478,0.002758381551002306
Luis García Jr.,WSN,140,528,18,58,70,22,0.051136363,0.162878787,0.162,0.309823677,0.282,0.318181818,0.444,0.3281335896412229,0.3348572649274554,110.26560092143444,0.5365732163190842,7.018133785923732,4.562732338905335,3.018946737591912,Luis Garcia Jr.,20391,671277,671277,0.3044832829886125,140,528,5.149621212121212,671277,0.32675141038998073,0.32759792839070573,78,1059,WSN,99.63456988334656,0.32933708654075183,0.09735349716446125,99.76974149992209,3.804370492923203,174,-0.0006195415079673861,-0.0004493857670567758,-0.0010689272750241618,-0.001203496899528922,0.00023025850007790894,-0.0012320868010782984,0.33175893118931576,-0.003734769475709291
Yainer Diaz,HOU,148,619,16,70,84,2,0.038772213,0.17285945,0.141880342,0.338297872,0.299145299,0.324717285,0.441025641,0.3288189165028939,0.3431905771230722,115.87666623872788,-1.56371608376503,9.681183238877532,-1.54288250207901,2.9594685266377945,Yainer Diaz,23003,673237,673237,0.3041590283789132,150,630,5.06984126984127,673237,0.3173253692853453,0.34120852888060454,80,1137,HOU,99.48140382766724,0.33053304823935803,0.08619173262972735,100.79559443260209,3.8434878101427685,158,-0.001562145618430927,0.0009116742819331059,-0.000650471336497821,-0.0017141317364641195,-0.000795594432602087,-0.0029063514812883834,0.3330422569461647,-0.004475360121648237
Carlos Santana,MIN,150,594,23,63,71,4,0.109427609,0.166666666,0.182341651,0.251870324,0.238003838,0.328282828,0.420345489,0.3264504484517118,0.3326018252615201,112.85098632720845,-0.9534133151173592,7.780894914005341,0.844996452331543,2.9242456786999664,Carlos Santana,2396,467793,467793,0.3171236067540262,149,596,5.00503355704698,467793,0.3286449073215794,0.32818850852536624,84,1342,MIN,100.81133842468262,0.3238231468334357,0.10321615557217652,99.45372019253661,3.792320124556224,174,-0.0004301918148075179,-0.0003903277535907246,-0.0008205195683982426,0.002627301618276068,0.0005462798074633924,-0.0003526880399210078,0.3260657788083733,0.0009078142024934251
Nathaniel Lowe,TEX,140,565,16,62,69,2,0.125663716,0.221238938,0.135802469,0.323782234,0.265432098,0.361061946,0.401234567,0.3372676782574214,0.3322981159033724,122.66619954801396,-0.8465505018830299,13.806659140507444,-4.222263336181641,2.923964923550242,Nathaniel Lowe,19566,663993,663993,0.3024405034525826,140,568,5.005281690140845,663993,0.3136167743643787,0.32903585307058864,70,1173,TEX,98.6534059047699,0.34187129695551083,0.10315430520034101,99.78599739645776,3.8049903547388855,156,-0.0019330051105275914,-0.0003055932990684851,-0.0022385984095960763,-0.004603618698089451,0.00021400260354224087,-0.0003619655956963341,0.34329468519198775,-0.007418185306924102
Willi Castro,MIN,158,635,12,89,60,14,0.08031496,0.236220472,0.137992832,0.315,0.247311827,0.331230283,0.385304659,0.3171236067540262,0.3234887907776651,106.29029540741564,-0.6003614813089371,3.969998139867191,3.267853558063507,2.9212434590142653,Willi Castro,17338,650489,650489,0.3264504484517118,155,638,4.993730407523511,650489,0.3300043650341877,0.33013431023986967,90,1428,MIN,100.81133842468262,0.31457136836939537,0.11009817671809256,99.68474506245381,3.8011294507610542,193,-0.00029424604354669204,-0.00019574758214038204,-0.0004899936256870741,0.0025522383846308117,0.0003152549375461859,0.000679615131966399,0.3163047096046728,0.002426604953363951
Josh Smith,TEX,149,592,13,67,62,11,0.077702702,0.204391891,0.135755258,0.311224489,0.258126195,0.337288135,0.393881453,0.3227134973367325,0.3092953175154526,112.42849146778796,-0.5736059546470642,7.845107592901803,0.7673776745796204,2.916014719157591,Josh Smith,26396,669701,669701,0.3144522962663794,148,593,4.924114671163576,669701,0.31595308255048693,0.3299485602123143,85,1244,TEX,98.6534059047699,0.3271184551380291,0.10369774919614148,99.33933672233691,3.787958510580245,168,-0.0016993742919167666,-0.00021432258489592073,-0.0019136968768126874,-0.004404957801296627,0.0006606632776630904,-0.00028044899632626296,0.33005334584402485,-0.007259766952098668
Jonathan India,CIN,151,637,15,84,58,13,0.125588697,0.196232339,0.144465291,0.2925,0.247654784,0.357480314,0.392120075,0.3333710933294821,0.3536995246959409,108.98253900584912,-0.053777277469635,6.788486747927218,0.1282945885322988,2.913569264355192,Jonathan India,21523,663697,663697,0.3444728808645367,151,638,4.691222570532915,663697,0.33386789830773034,0.3315459571285825,84,1444,CIN,104.54981327056883,0.3188634038654255,0.11295911295911296,100.24807318953349,3.822610000597873,167,9.210728380757427e-05,-5.45828932691006e-05,3.752439053847367e-05,0.014507689464056617,-0.00024807318953348555,0.0011087555681194578,0.31879955362958745,0.015902042612248035
Taylor Ward,LAA,156,663,25,73,75,6,0.095022624,0.245852187,0.179487179,0.29382716,0.246153846,0.322775263,0.425641025,0.3253815192982082,0.3454972004962471,111.67056100911094,-2.571352504193783,6.282063453853397,-0.8674530982971191,2.828792945943823,Taylor Ward,17548,621493,621493,0.3205831345608428,156,665,4.870676691729323,621493,0.3302877195936995,0.32991480216627533,88,1461,LAA,101.23049020767212,0.3214263989344467,0.11034955448937629,99.17687632418392,3.7817636509393355,170,-0.0002659105875955081,-0.00021769838949981524,-0.00048360897709532333,0.0039551203637614996,0.0008231236758160776,0.0007173217976589582,0.322891636794806,0.003365709508509057
Brandon Nimmo,NYM,151,663,23,88,90,15,0.116138763,0.238310708,0.175131348,0.267175572,0.224168126,0.32730015,0.399299474,0.3205134388723402,0.3382558186848958,108.35613521399686,2.479599617421627,9.104514024823864,-4.3852715492248535,2.7763765132636475,Brandon Nimmo,12927,607043,607043,0.347687098837752,154,679,4.90279823269514,607043,0.33606391521274587,0.34134033369481775,84,1578,NYM,96.34352326393127,0.3326777223979028,0.11372299872935197,99.96498800394053,3.8118155361554216,190,0.00031170897430912725,0.0009248547633544269,0.0012365637376635541,-0.012164283525562591,3.5011996059466814e-05,0.0012233384336553105,0.33030495698445583,-0.009739393350303193
Andrés Giménez,CLE,152,633,9,64,63,30,0.041074249,0.153238546,0.087478559,0.285714285,0.252144082,0.298412698,0.339622641,0.2814977787825943,0.3009542395465893,83.21128527282949,2.2156159207224846,-9.944193464056609,15.688987731933594,2.7601974694050764,Andres Gimenez,19950,665926,665926,0.3610086939111449,151,634,4.826498422712934,665926,0.3537640494776757,0.33906957020122774,83,1391,CLE,98.87371063232422,0.2847043738748547,0.10230547550432277,100.37189032889906,3.827331334585903,176,0.002081722400802111,0.0006977784139954257,0.0027795008147975366,-0.0032065950922604003,-0.00037189032889905604,-0.0004892900500990698,0.2869154534872082,-0.0005444939986628775
Jeremy Peña,HOU,157,650,15,78,70,20,0.038461538,0.17076923,0.127906977,0.300829875,0.26578073,0.307573415,0.393687707,0.3050573243998891,0.3136126794547678,99.16227710219016,2.172145076096058,1.5491001689817616,3.3890154361724854,2.735079997377329,Jeremy Pena,21636,665161,665161,0.304904356052368,159,658,4.957446808510639,665161,0.3245382845833427,0.3396571139548578,89,1337,HOU,99.48140382766724,0.3066475870488753,0.1099476439790576,100.74650523137306,3.8416159649733888,182,-0.0008408540886311877,0.0007565327893584329,-8.432129927275485e-05,-0.001590262648986207,-0.0007465052313730638,0.000657035221111154,0.30787293909017427,-0.0002710434957747442
Adley Rutschman,BAL,148,638,19,68,79,1,0.09090909,0.161442006,0.140105079,0.271929824,0.250437828,0.318181818,0.390542907,0.3089022896421237,0.3204838790292815,102.75314592908194,-2.9677981063723564,-0.957985723593497,6.191771328449249,2.724537675113767,Adley Rutschman,26288,668939,668939,0.3321536343813595,150,647,4.970633693972179,668939,0.32588842493268466,0.37631910643486427,85,1564,BAL,98.61453771591188,0.31324214136865647,0.10025706940874037,100.44453646322098,3.8301014410899827,178,-0.0007058400536969934,0.004422732037359079,0.0037168919836620858,-0.004339851726532784,-0.0004445364632209845,-0.0007965509644364307,0.31196694548166565,-0.0009749742440861445
Jacob Young,WSN,150,521,3,75,36,33,0.057581573,0.195777351,0.074786325,0.320547945,0.256410256,0.31640625,0.331196581,0.2896075388416648,0.2914927024540938,84.33492792090736,4.273840069770813,-5.485746151515205,13.89448356628418,2.667169235998416,Jacob Young,29931,696285,696285,0.3225321906326683,145,523,5.107074569789675,696285,0.3234940333666937,0.330467118737459,77,1007,WSN,99.63456988334656,0.29066973358819237,0.10625620655412116,99.35212767500235,3.788446248868078,164,-0.0009452792102960906,-0.00016246673238144995,-0.0011077459426775405,-0.0010621947465275783,0.0006478723249976497,0.00010331960737068809,0.29616723700772396,-0.0027144934068320803
Will Smith,LAD,128,544,20,77,75,1,0.09375,0.193014705,0.18487395,0.272980501,0.247899159,0.327205882,0.432773109,0.3257519090928996,0.3366978773430212,109.14247124469463,-1.2009476649109274,4.746406303154666,2.3400936126708984,2.6100182292158864,Will Smith,19197,669257,669257,0.3679672070072886,126,536,5.184701492537314,669257,0.3509873321149386,0.3771709194437886,73,1281,LAD,99.1439938545227,0.32856444089884684,0.09881422924901186,99.83421164165605,3.8068288365171616,162,0.0018040506645284006,0.004507913338251512,0.006311964002779913,-0.0028125318059472604,0.00016578835834394568,-0.0010129769883957071,0.32416552600260273,0.002320666850093
Matt Olson,ATL,162,685,29,78,98,0,0.103649635,0.248175182,0.21,0.293103448,0.246666666,0.332846715,0.456666666,0.3394500888445798,0.3410483591655302,117.40058190255142,-3.614585906267166,10.63872071416123,-8.30626630783081,2.605828676195739,Matt Olson,14344,621566,621566,0.3428699108750683,164,693,5.31024531024531,621566,0.3586194391493597,0.36366048178462956,90,1658,ATL,100.12708902359007,0.33901923261207056,0.09272727272727273,100.20496573963896,3.8209662486151736,174,0.002567261367970508,0.003156869572335608,0.005724130940306116,0.00043085623250921357,-0.0002049657396389648,-0.0019260204666565763,0.33459194874298065,0.004433932445797718
Brice Turang,MIL,155,619,7,72,57,50,0.080775444,0.169628432,0.094812165,0.3,0.254025044,0.315960912,0.348837209,0.2942323857769491,0.3016548531954405,88.1685147784398,7.249273017048836,-1.5084498684378111,5.543793678283691,2.553836580333091,Brice Turang,22186,668930,668930,0.3437166629115974,156,631,4.73217115689382,668930,0.3440370636021696,0.3297882870799739,87,1414,MIL,98.89779090881348,0.29751158551988244,0.11606510969568294,100.1593389228351,3.819226429378148,179,0.001109023813251503,-0.00023034989812996122,0.0008786739151215419,-0.0032791997429333364,-0.0001593389228351043,0.0015746550786049556,0.2984864338270656,-0.0006665318263717344
Matt Vierling,DET,144,567,16,80,57,6,0.072310405,0.21340388,0.166023166,0.303108808,0.256756756,0.312169312,0.422779922,0.3174157493316664,0.3111163997308327,107.01300052232018,2.773012660443783,7.322815081970244,-3.45133113861084,2.3407947653078893,Matt Vierling,21558,663837,663837,0.3246573556324547,145,580,4.805172413793104,663837,0.32644860848587,0.33203446771257433,80,1255,DET,100.305438041687,0.31644919311328684,0.12520064205457465,100.3019091003843,3.824662844953499,168,-0.000649821698378461,-5.731834869915354e-06,-0.0006555535332483764,0.000966556218379544,-0.0003019091003842931,0.002944984932438712,0.31554947533641775,0.0035578967179541727
Heliot Ramos,SFG,121,518,22,54,72,6,0.071428571,0.26061776,0.2,0.329192546,0.269473684,0.322393822,0.469473684,0.3387795454540918,0.3378646373748779,119.75980864309486,-0.6154462620615959,11.624338439834188,-6.525151968002319,2.3150089356043866,Heliot Ramos,22515,671218,671218,0.3401051119186912,121,518,5.06949806949807,671218,0.3314643635960172,0.3315645285727508,55,975,SFG,97.25400805473328,0.34834507310324025,0.09801876955161627,99.68356173800201,3.8010843288176646,125,-0.00014824618736373752,-5.2725748852267e-05,-0.00020097193621600453,-0.009565527649148475,0.00031643826199798754,-0.0011322959430050447,0.3480727093040902,-0.011215233790367513
Josh Naylor,CLE,152,633,31,84,108,6,0.091627172,0.165876777,0.213143873,0.245939675,0.243339253,0.319620253,0.456483126,0.3316002348899841,0.3372639124887139,118.45437607436352,-2.548099420964718,10.818123010352243,-9.86380934715271,2.26544750892254,Josh Naylor,18839,647304,647304,0.2956322668618997,152,637,5.17425431711146,647304,0.33077637471590415,0.36095005942980196,85,1268,CLE,98.87371063232422,0.3353775566521278,0.07958199356913183,100.00292324845996,3.813262064158019,176,-0.00021704507537504414,0.002885827336852848,0.0026687822614778036,-0.003777321762143737,-2.9232484599646112e-06,-0.003897812340377711,0.3360207051183878,-0.00500342859258368
Michael Busch,CHC,152,567,21,73,65,2,0.111111111,0.285714285,0.191532259,0.321766561,0.24798387,0.335097001,0.439516129,0.3364596908168321,0.3241080765175608,117.60856911592568,-1.6106901913881302,10.328322383293637,-8.014784336090088,2.196484244101778,Michael Busch,26319,683737,683737,0.3331285764796129,149,568,4.795774647887324,683737,0.32014738311924007,0.3083570739856281,84,1310,CHC,97.8569507598877,0.3438280962201711,0.09188361408882083,100.71719905692225,3.8404984764075674,160,-0.0012799442350414525,-0.002373471207564537,-0.0036534154426059893,-0.007368405403338996,-0.0007171990569222544,-0.002052569262424361,0.34701260166552805,-0.012357191051447091
